Gene_acc,Gene_id,PG.ProteinAccessions,H4ALL.1,H4ALL.2,H4ALL.3,KO8.1,KO8.2,KO8.3,Desc
22,Tb07.11L3.90,Tb07.11L3.90:mRNA-p1;Tb927.7.2140:mRNA-p1,17.759985781959305,17.654029129030974,17.67489718351279,17.560179458537817,17.54051438854892,17.708780900606083,"zinc finger protein family member, putative"
23,Tb08.27P2.110,Tb08.27P2.110:mRNA-p1;Tb927.8.480:mRNA-p1,16.920023951601006,16.87366573529134,16.90700460413567,15.726087474213417,15.997494618354764,16.06668508223778,"phosphatidic acid phosphatase protein, putative"
26,Tb09.v4.0013,Tb09.v4.0013:mRNA-p1,18.60803006931059,20.101061659404955,19.669402404590638,19.787498086661717,19.186260864646183,19.56657193698036,"retrotransposon hot spot (RHS) protein, putative"
27,Tb09.v4.0014,Tb09.v4.0014:mRNA-p1;Tb09.v4.0110:mRNA-p1;Tb927.9.15850:mRNA-p1,16.099777346259923,16.215640676249144,15.984300583562304,15.861595074411442,15.83883306303219,15.896213205805159,hypothetical protein
28,Tb09.v4.0015,Tb09.v4.0015:mRNA-p1,15.329257644122938,14.680354801476541,14.906046946064897,15.358142899875237,15.624929958103712,15.094751355443579,hypothetical protein
29,Tb09.v4.0016,Tb09.v4.0016:mRNA-p1;Tb11.v5.0463.1-p1,17.28506279984057,17.460761713251234,17.472961981385307,17.323415734285337,17.53959570663213,17.022144779271276,"expression site-associated gene (ESAG) protein, putative"
34,Tb09.v4.0119,Tb09.v4.0119:pseudogenic_transcript-p1,9.710150284395299,9.01565852338289,10.529489534378998,13.109209114254789,13.516747698485858,10.992285422639796,"variant surface glycoprotein (VSG, pseudogene), putative"
35,Tb09.v4.0150,Tb09.v4.0150:pseudogenic_transcript-p1,15.987313460896843,15.789907407934999,15.925965546628099,16.005172896229155,16.977238166599946,16.20405749746923,"variant surface glycoprotein (VSG, pseudogene), putative"
36,Tb09.v4.0160,Tb09.v4.0160:pseudogenic_transcript-p1,16.27786358132077,16.61136999512278,16.602160014312258,17.528112223242264,16.546851844348556,16.626618756171975,"expression site-associated gene 3 (ESAG3, pseudogene), putative"
38,Tb10.v4.0033,Tb10.v4.0033:mRNA-p1;Tb927.10.4430:mRNA-p1,16.849290839539293,16.8889436811171,16.90340270222187,16.56723207839777,16.340967652422634,16.785086032515224,pumillo RNA binding protein PUF1
39,Tb10.v4.0034,Tb10.v4.0034:mRNA-p1;Tb927.10.4440:mRNA-p1,16.154614177525843,16.07866764185819,16.063159535195975,15.941676127409487,16.087265513072257,16.012850924191568,predicted SAP domain protein
40,Tb10.v4.0035,Tb10.v4.0035:mRNA-p1;Tb927.10.4450:mRNA-p1,20.051307200771927,19.83135025581419,20.020680062692552,19.793801828904357,20.119326974921233,19.813182487887207,"stress-inducible protein STI1-like, putative"
41,Tb10.v4.0036,Tb10.v4.0036:mRNA-p1;Tb927.10.4460:mRNA-p1,17.754161782187897,17.961853613883473,17.88360340724845,17.90696333097077,18.072169412618024,17.85898967057539,"leucine carboxyl methyltransferase, putative"
42,Tb10.v4.0037,Tb10.v4.0037:mRNA-p1;Tb927.10.4470:mRNA-p1,17.25885726925558,17.21208117136115,17.18191732195871,16.99977735127884,17.189092188690108,17.123300493049804,"hypothetical protein, conserved"
44,Tb10.v4.0039,Tb10.v4.0039:mRNA-p1;Tb927.10.4490:mRNA-p1,17.344130490281884,17.470579318195266,17.275262343815474,17.68204076650514,18.441942533857468,17.859258651716296,"hypothetical protein, conserved"
45,Tb10.v4.0040,Tb10.v4.0040:mRNA-p1;Tb927.10.4500:mRNA-p1,17.431102991956408,17.54725746499237,17.555203116102646,17.445281386951308,17.816608412809934,17.38226503363795,cap guanine-N7 methyltransferase
46,Tb10.v4.0041,Tb10.v4.0041:mRNA-p1,18.34525254659656,18.419833681447862,18.363758333988862,18.182483012028968,18.31848805865357,18.188186316553605,"PUB domain containing protein, putative"
47,Tb10.v4.0043,Tb10.v4.0043:mRNA-p1;Tb11.v5.1012.1-p1;Tb927.10.4330:mRNA-p1,15.374744204318214,15.723261803205565,15.439008548321024,15.460623122595983,16.084653674938423,15.809954921011036,"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative"
48,Tb10.v4.0044,Tb10.v4.0044:mRNA-p1;Tb927.10.4320:mRNA-p1,15.312333336830436,15.304222210162605,15.36667105711527,15.176177411060197,15.209076107224224,15.307677076038607,"hypothetical protein, conserved"
49,Tb10.v4.0045,Tb10.v4.0045:mRNA-p1;Tb927.10.4310:mRNA-p1,18.706328961877404,18.630309346420997,18.596361533032585,18.278129106214877,18.772874413262727,18.47012200408572,"prohibitin 2, putative"
53,Tb10.v4.0246,Tb10.v4.0246:mRNA-p1;Tb927.10.6900:mRNA-p1,17.043210560139716,16.84996911615033,16.979842077600964,16.584184814915766,16.302313717646268,16.566205861367198,base J-associated glucosyltransferase
54,Tb11.01.2730,Tb11.01.2730.1-p1,17.25257564230708,17.199699899235767,17.217015326084308,17.08940360383482,16.963277821088155,17.250977540371977,"hypothetical protein, conserved"
55,Tb11.01.6250,Tb11.01.6250:mRNA-p1,16.568662199753952,16.835371959231036,16.559383626080557,16.48918708954479,16.3176317687896,16.794177463205287,"expression site-associated gene 11 (ESAG11) protein, putative"
56,Tb11.02.5070b,Tb11.02.5070b.1-p1;Tb927.11.7212:mRNA-p1,15.911656037591477,15.589413989621333,15.459682003648078,15.687618522109162,16.375400889450578,15.818655116088532,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
57,Tb11.02.5080b,Tb11.02.5080b.1-p1;Tb927.11.7213:mRNA-p1,18.969846442686936,18.99412577051958,18.92590118596319,18.708611162151957,18.637040056980396,18.81705634987276,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
58,Tb11.02.5090,Tb11.02.5090.1-p1;Tb11.02.5090b.1-p1,16.459415608527145,16.562487466857558,16.47027731348751,16.59058522257033,16.878533778204016,16.700706822158523,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene"
62,Tb11.02.5380,Tb11.02.5380.1-p1;Tb11.02.5380b.1-p1,19.011158482054903,18.583508514884944,18.859804518823257,18.861045244908293,18.899475953778424,18.832125895081038,"exosome complex exonuclease RRP44p homologue, putative"
63,Tb11.02.5390,Tb11.02.5390:mRNA-p1;Tb11.02.5390b.1-p1,16.056555858738392,15.77177990125237,16.086941052706,16.370807779249294,16.27206803061493,15.703362365857824,"mRNA processing protein, putative"
64,Tb11.02.5410,Tb11.02.5410:mRNA-p1;Tb11.02.5410b:mRNA-p1,17.165561975513246,16.830663263502984,16.967793359545997,16.9737601551121,17.071627170062992,16.851750280286222,"ubiquitin activating enzyme, putative"
65,Tb11.02.5420,Tb11.02.5420:mRNA-p1;Tb11.02.5420b.1-p1,20.27211033000286,20.16632232410428,20.21287957629379,20.227606249240306,20.30534482894987,20.160900998604646,"NADPH-cytochrome p450 reductase, putative"
66,Tb11.02.5430,Tb11.02.5430:mRNA-p1;Tb11.02.5430b.1-p1,15.074538228003028,15.011151997052016,15.128258540822502,14.9064701628921,14.603349137144773,15.041852291868752,"hypothetical protein, conserved"
67,Tb11.0290,Tb11.0290:mRNA-p1;Tb11.0390:mRNA-p1;Tb927.11.7705:mRNA-p1;Tb927.6.4980:mRNA-p1,23.00112793713184,22.82158248586894,22.819212857497234,22.4269055717036,22.610267009029567,22.482698175939756,40S ribosomal protein S14
68,Tb11.0330,Tb11.0330:mRNA-p1;Tb927.11.7670.1-p1,15.44459939835875,15.575847695285471,15.701363366125355,15.138536488167802,15.344834162934434,15.268904169401644,"Cornifin (SPRR) family, putative"
69,Tb11.0350,Tb11.0350:mRNA-p1;Tb927.11.7650.1-p1,18.820910880993875,18.745863653158477,18.674451452398763,18.731556345945066,18.75400810984848,18.590902118062022,hypothetical protein
71,Tb11.0520,Tb11.0520:mRNA-p1;Tb927.10.1130:mRNA-p1,17.604091219208865,17.45084249118134,17.585033699781697,17.627488353358682,17.556247128344317,17.675283113976253,"dynein arm light chain, axonemal, putative"
72,Tb11.0530,Tb11.0530:mRNA-p1;Tb927.10.1140:mRNA-p1,16.036161368647132,16.079766011946383,16.20841298826236,16.040704766353443,16.094751999644785,15.698590540281339,epsilon tubulin
73,Tb11.0540,Tb11.0540:mRNA-p1;Tb927.10.1150:mRNA-p1,12.469827851176339,13.126397428680832,12.732567319580877,13.401433191470682,13.820337725627342,12.479547404815646,"hypothetical protein, conserved"
74,Tb11.0840,Tb11.0840:mRNA-p1,14.43531583529356,13.799721434752453,14.2211126961026,15.324713998801316,12.298815211139777,15.651543576950496,hypothetical protein
75,Tb11.0845,Tb11.0845:mRNA-p1;Tb927.11.18680:mRNA-p1;Tb927.11.715:mRNA-p1,22.303025394243754,22.274110230362847,22.287672084965088,22.26700008713828,22.04906531090256,22.256393570826912,"dynein light chain LC8, putative"
76,Tb11.1220,Tb11.1220:mRNA-p1;Tb11.v5.0996.1-p1,20.76816332065111,20.78215389213897,20.648459843019953,20.60153674906874,20.516066447433907,20.770729617734958,"hypothetical protein, conserved"
77,Tb11.1240,Tb11.1240:mRNA-p1;Tb11.v5.0998.1-p1;Tb927.10.15270:mRNA-p1,19.297717999563034,20.06747276639152,19.820948265481878,19.425700477275953,20.022456034784994,19.93539699637849,"metallo- peptidase, Clan MG, Family M24"
78,Tb11.1370.1-p1,Tb11.1370.1-p1;Tb11.1420:mRNA-p1;Tb927.11.1850:mRNA-p1,17.260373876288146,16.68088325175181,16.732639460524947,17.826603860096036,17.469331293283165,18.122329745838663,"hypothetical protein, conserved"
79,Tb11.1380.1-p1,Tb11.1380.1-p1;Tb927.11.1840:mRNA-p1,22.06724970400588,21.792254418614764,21.863148951248483,21.865672206686092,21.271268951631505,21.786027081728772,"hypothetical protein, conserved"
80,Tb11.1780.1-p1,Tb11.1780.1-p1,20.88981140408104,20.886747811269565,20.85680410645506,20.87568261731306,21.31221144798768,20.926152728417485,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
81,Tb11.1790.1-p1,Tb11.1790.1-p1,18.766598461366186,18.5631047804563,18.652876913138144,18.54306085690518,18.727706323517488,18.691326181904355,"retrotransposon hot spot protein (RHS, pseudogene), putative"
82,Tb11.1800,Tb11.1800:pseudogenic_transcript-p1;Tb11.v5.0442.1-p1,18.97422603799913,18.839997315570145,18.80672798280006,18.623370813885288,18.674638941293544,18.798958716625012,"retrotransposon hot spot protein, RHS3, putative"
83,Tb11.v5.0150,Tb11.v5.0150.1-p1;Tb927.7.4650:mRNA-p1,15.03975125507609,15.418379719364957,15.41117217523914,15.185699376049552,14.700997151730872,15.119926288393845,J Biosynthesis Protein 2
84,Tb11.v5.0152,Tb11.v5.0152.1-p1;Tb927.7.4670:mRNA-p1,17.281693496472844,17.272675484644854,17.335499533455714,17.45908961405372,17.511892087735344,17.069484513747106,ribosomal RNA processing protein 4
85,Tb11.v5.0153,Tb11.v5.0153.1-p1;Tb927.7.4690:mRNA-p1,16.74017726671508,16.33471615298173,16.647822568555295,16.52106470158493,16.769661924399717,15.39789746241819,hypothetical protein
87,Tb11.v5.0157,Tb11.v5.0157.1-p1;Tb927.7.4740:mRNA-p1,18.431546445009744,17.277570766448378,18.249694629648452,18.013846563751162,18.186347321125684,18.091071013274988,"hypothetical protein, conserved"
88,Tb11.v5.0158,Tb11.v5.0158.1-p1;Tb927.7.4750:mRNA-p1,18.247493255261837,18.001365755497474,18.187159486977233,18.48584158969806,18.365421369353356,18.280950408373542,"hypothetical protein, conserved"
89,Tb11.v5.0160,Tb11.v5.0160.1-p1;Tb927.7.4770:mRNA-p1,22.388035553380664,22.356144449785617,22.26344716247272,22.296197867896034,22.4937081539668,22.397844466846987,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative"
91,Tb11.v5.0162,Tb11.v5.0162.1-p1;Tb927.7.4790:mRNA-p1,20.514230301873393,20.47383603063319,20.401355063918704,20.228550390958922,20.342048210517923,20.43531570810691,proteasome beta 6 subunit
92,Tb11.v5.0163,Tb11.v5.0163.1-p1;Tb927.7.4810:mRNA-p1,18.01978243485433,17.818459207120796,18.071010068079982,17.93575460159868,17.568110598649984,17.83817155905554,"HD domain containing protein, putative"
93,Tb11.v5.0164,Tb11.v5.0164.1-p1;Tb927.7.4820:mRNA-p1,16.550772849462504,16.519853015300615,16.360069981031437,15.870366977405157,17.085022428564443,15.818708062527135,"Trm112p-like protein, putative"
94,Tb11.v5.0166,Tb11.v5.0166.1-p1;Tb927.7.4840:mRNA-p1,16.74446289098748,16.385943872358286,16.47283657828231,16.192595180612944,16.37636415856296,16.459126895739928,"hypothetical protein, conserved"
96,Tb11.v5.0168,Tb11.v5.0168.1-p1;Tb927.7.4860:mRNA-p1,14.70837477887209,14.854106495845897,14.800917076488906,13.992842068576596,14.216177309701473,14.562468368071595,kinetoplastid kinetochore protein 13
97,Tb11.v5.0169,Tb11.v5.0169.1-p1;Tb927.7.4870:mRNA-p1,18.900282725909637,18.663145673710943,18.83208590096108,18.87327841293407,18.929012013895164,18.584437284769173,"hypothetical protein, conserved"
98,Tb11.v5.0170,Tb11.v5.0170.1-p1;Tb927.7.4890:mRNA-p1,15.471565079281104,15.707462140251096,15.521821818461142,15.758800744751138,15.872767581719673,15.80198685259064,Present in the outer mitochondrial membrane proteome 34
99,Tb11.v5.0171,Tb11.v5.0171.1-p1;Tb927.7.4900:mRNA-p1,18.722459124302173,18.76452226314882,18.885592583712093,19.22255864527665,18.73371369562979,19.027148051170148,5'-3' exoribonuclease A
100,Tb11.v5.0172,Tb11.v5.0172.1-p1;Tb927.7.4910:mRNA-p1,19.616250322874677,19.545608140634773,19.57037816714709,19.37418674222107,19.53835129489394,19.48145012460912,"hypothetical protein, conserved"
102,Tb11.v5.0177,Tb11.v5.0177.1-p1;Tb927.7.4960:mRNA-p1,16.919711518967436,17.04648924303028,16.973572656303805,16.96270514780491,16.905454031861076,16.97498604710495,"hypothetical protein, conserved"
103,Tb11.v5.0180,Tb11.v5.0180.1-p1;Tb927.7.4990:mRNA-p1,17.874140499820687,17.951740394935534,17.917770139316286,17.88980555663605,17.911828996893682,17.776325896414253,"hypothetical protein, conserved"
104,Tb11.v5.0181,Tb11.v5.0181.1-p1;Tb11.v5.0182.1-p1;Tb927.7.5000:mRNA-p1;Tb927.7.5020:mRNA-p1,23.860598448805117,23.79087414621362,23.695681454557445,23.310233332077292,23.27089326434491,23.378639625585073,"60S ribosomal protein L19, putative"
105,Tb11.v5.0183,Tb11.v5.0183.1-p1;Tb927.7.5030:mRNA-p1,20.840898046131322,20.736454680840346,20.771822609835777,20.718335012843447,20.977703102543398,20.636418738299707,"hypothetical protein, conserved"
106,Tb11.v5.0184,Tb11.v5.0184.1-p1;Tb927.7.5040:mRNA-p1,12.903520112617718,12.541847902162038,12.726221278164148,13.187001471550936,12.456141562981456,12.590811795664928,"kinesin, putative"
107,Tb11.v5.0185,Tb11.v5.0185.1-p1;Tb927.7.5050:mRNA-p1,17.594994942888356,17.730585189900918,17.44092833436847,19.229926438754894,17.395501187959812,17.58576371735073,"hypothetical protein, conserved"
108,Tb11.v5.0187,Tb11.v5.0187.1-p1;Tb927.7.5070:mRNA-p1,15.532162083987437,14.709598690554133,14.931814167248955,15.999639995398395,14.90468128966614,15.283102487002479,hypothetical protein
109,Tb11.v5.0188,Tb11.v5.0188.1-p1;Tb927.7.5080:mRNA-p1,11.612914941962876,12.53909371513074,12.252115921620899,13.539710588657554,14.896851770926492,13.104167450960478,ATP-NAD kinase-like protein
110,Tb11.v5.0190,Tb11.v5.0190.1-p1;Tb927.10.5950:mRNA-p1,15.239789921721197,15.815714857059074,16.303320893429614,16.19947959907724,16.65065451231369,15.305190612870396,"Serine/threonine-protein kinase NEK17, putative"
111,Tb11.v5.0191,Tb11.v5.0191.1-p1;Tb927.10.5960:mRNA-p1,17.227422488260157,16.95473998378858,17.030547591842538,17.203297364797194,17.21850766025775,17.144640507239888,"engulfment and cell motility domain 2, putative"
112,Tb11.v5.0193,Tb11.v5.0193.1-p1;Tb927.10.5990:mRNA-p1,17.941816428083392,17.967051369541647,17.957903262342054,17.955249125706853,18.021457340687174,17.896091225455994,"Centrosomal protein of 57 kDa, putative"
113,Tb11.v5.0194,Tb11.v5.0194.1-p1;Tb927.10.6000:mRNA-p1,18.98237409752085,19.205563288664575,19.32391374654056,19.284584796332663,19.474944181906704,18.867347466317263,"hypothetical protein, conserved"
114,Tb11.v5.0196,Tb11.v5.0196.1-p1,20.26287795046584,20.147804569023887,20.045650692183884,20.003098892479173,20.010220926010504,20.073810442094132,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
116,Tb11.v5.0199,Tb11.v5.0199.1-p1;Tb927.10.6060:mRNA-p1,21.46397867112947,21.489219068210954,21.499608580918444,20.97718810914168,21.021025025131724,21.129581587240022,universal minicircle sequence binding protein 2
117,Tb11.v5.0200,Tb11.v5.0200.1-p1;Tb927.10.6080:mRNA-p1,22.880161194179873,22.676512706563692,22.66673208618022,22.954810878750575,22.97481734635452,22.706776544612328,"proteasome subunit beta type-5, putative"
119,Tb11.v5.0203,Tb11.v5.0203.1-p1;Tb927.10.6110:mRNA-p1,16.98569595264317,17.322095114769613,17.06349284384454,17.335972409717847,17.325926168454824,17.332234095269794,"hypothetical protein, conserved"
120,Tb11.v5.0204,Tb11.v5.0204.1-p1;Tb927.10.6120:mRNA-p1,15.130859756781591,14.982060166999595,14.80570550125507,14.55718788216551,15.300127132789704,15.040936985794717,"Peptidase M76 family, putative"
122,Tb11.v5.0208,Tb11.v5.0208.1-p1;Tb927.5.310:mRNA-p1,18.801358463889823,18.786676239389553,18.831331118043543,18.600647506824316,18.762486464143187,18.74796460495832,"invariant surface glycoprotein, putative"
123,Tb11.v5.0210,Tb11.v5.0210.1-p1;Tb927.5.286b:mRNA-p1,13.958537316765515,14.381261200105586,14.032513932602939,14.406919132794112,13.6147303976505,14.14316177457948,adenosine transporter 1
124,Tb11.v5.0213,Tb11.v5.0213.1-p1;Tb927.5.291b:mRNA-p1,19.972602633066362,20.25258733555218,20.297311770708227,20.048066576173003,20.58017850471446,20.19351979594849,"variant surface glycoprotein (VSG)-related, putative"
125,Tb11.v5.0214,Tb11.v5.0214.1-p1;Tb927.5.295b:mRNA-p1,20.91415763089523,20.867419489042874,20.786922264603472,20.721089590250152,20.47725059433798,20.98845378361765,retrotransposon hotspot (RHS) protein 1
126,Tb11.v5.0215,Tb11.v5.0215.1-p1;Tb927.5.300:mRNA-p1;Tb927.5.300b:mRNA-p1,17.917726441864477,17.90209748872744,17.866451123666717,18.188899080251215,18.353739123646527,18.116614288917923,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein, putative"
127,Tb11.v5.0216,Tb11.v5.0216.1-p1;Tb927.5.309b:mRNA-p1,20.203573537898013,20.186088843164125,20.198489555437657,20.041434902772703,20.43220926601541,20.194640094021608,"invariant surface glycoprotein, putative"
128,Tb11.v5.0218,Tb11.v5.0218.1-p1;Tb927.5.500:mRNA-p1,19.374079523479892,19.563223159913417,19.666892091600005,19.535178773837515,18.70995021668456,19.46887445316958,"hypothetical protein, conserved"
129,Tb11.v5.0219,Tb11.v5.0219.1-p1;Tb927.5.490:mRNA-p1,17.196308704689518,17.18725389520096,17.1281184898732,16.878944007337317,16.925062152686674,17.048043453744885,"methyltransferase, putative"
131,Tb11.v5.0226,Tb11.v5.0226.1-p1;Tb927.5.410:mRNA-p1,14.187955041661086,14.226597993291687,14.106217227781842,14.365555397306416,14.621198952510387,14.169027507956685,"invariant surface glycoprotein, putative"
132,Tb11.v5.0228,Tb11.v5.0228.1-p1;Tb927.5.390:mRNA-p1,20.390835711351464,20.279438002536406,20.25003466221502,20.14166344067407,19.948192804173782,20.051742318548122,"75 kDa invariant surface glycoprotein, putative"
133,Tb11.v5.0230,Tb11.v5.0230.1-p1;Tb927.5.370:mRNA-p1,17.971943956216258,17.90605015828201,18.02784290589183,17.84381258323692,18.1310543527969,17.703305540484518,"75 kDa invariant surface glycoprotein, putative"
134,Tb11.v5.0231,Tb11.v5.0231.1-p1;Tb927.5.360:mRNA-p1,19.852264891177974,19.72288672649773,19.719201104049652,19.518715459175848,19.719903689589493,19.727471594394466,75 kDa invariant surface glycoprotein
135,Tb11.v5.0232,Tb11.v5.0232.1-p1;Tb927.10.5250:mRNA-p1,17.875938195963847,17.747742674366304,17.80842857867334,17.83550429073265,17.583924498735428,17.853307841897674,"zinc finger protein family member, putative"
136,Tb11.v5.0233,Tb11.v5.0233.1-p1;Tb927.10.5240:mRNA-p1,14.627830191238422,15.020295166949353,14.922784905842684,14.758238059970344,15.424452984197792,14.932355525133996,"cAMP binding protein, putative"
138,Tb11.v5.0237,Tb11.v5.0237.1-p1;Tb927.10.5200:mRNA-p1,15.890760325253591,16.01018096562168,15.86382802199644,15.671396046520316,15.156539254688155,15.611342976746851,"hypothetical protein, conserved"
139,Tb11.v5.0243,Tb11.v5.0243.1-p1;Tb11.v5.1060.1-p1;Tb927.10.5330:mRNA-p1;Tb927.10.5340:mRNA-p1,23.536343035448418,23.47509154942635,23.511895947307487,23.001966484660496,23.35900525570745,23.251974539609602,"40S ribosomal protein S18, putative"
140,Tb11.v5.0245,Tb11.v5.0245.1-p1;Tb927.10.5310:mRNA-p1,15.257500353177429,15.48180214105143,15.519923782930023,15.290318428285461,15.513296531273088,15.35987687945511,"AMP-activated kinase, alpha 1"
141,Tb11.v5.0246,Tb11.v5.0246.1-p1;Tb927.10.5300:mRNA-p1,18.94153196253674,18.973822065527603,19.11690423202574,18.77428186046719,18.935369297832583,18.978249165054244,"eukaryotic translation initiation factor 6 (eIF-6), putative"
142,Tb11.v5.0248,Tb11.v5.0248.1-p1;Tb927.10.5280:mRNA-p1,15.709661473115428,15.981078846072796,16.004714244977624,15.898014356877734,16.021449546257546,15.689954263011503,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
144,Tb11.v5.0252,Tb11.v5.0252.1-p1;Tb927.11.7310:mRNA-p1,17.32341353517452,17.42975891899428,17.464433823139796,16.96926091106858,17.639703262472292,17.003378424001085,"RNA binding protein, putative"
145,Tb11.v5.0253,Tb11.v5.0253.1-p1;Tb927.11.7300:mRNA-p1,17.402413072437636,17.43952972814013,17.297137377660135,17.356073370861264,17.857986498561903,17.353765233014073,"major facilitator superfamily, putative"
146,Tb11.v5.0254,Tb11.v5.0254.1-p1;Tb927.11.7290:mRNA-p1,17.718682849393392,17.855655339495836,17.764097510202156,17.562991629949178,17.904218401298717,17.531767780363253,"pantothenate kinase subunit, putative"
147,Tb11.v5.0255,Tb11.v5.0255.1-p1;Tb927.11.7280:mRNA-p1,16.695012651872887,16.901439697236626,16.87998962936819,17.252698777527325,17.994231363129874,16.682106796411794,"DNA-direcetd RNA polymerase II, subunit 9, putative"
148,Tb11.v5.0256,Tb11.v5.0256.1-p1;Tb927.11.7270:mRNA-p1,19.43635330520278,19.539757556325817,19.448334756326094,19.682342056982694,19.330499923376756,19.47181522763624,"proteasome beta 3 subunit, putative"
